id,name,model,gender,language,style,description
elevenlabs-v2-george-chinese,George,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,warm,Warm and trustworthy; excellent for storytelling
elevenlabs-v2-george-japanese,George,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,warm,Warm and trustworthy; excellent for storytelling
elevenlabs-v2-george-korean,George,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,warm,Warm and trustworthy; excellent for storytelling
elevenlabs-v2-callum-english,Callum,fal-ai/elevenlabs/tts/multilingual-v2,male,english,intense,Intense and dramatic; perfect for character roles
elevenlabs-v2-callum-chinese,Callum,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,intense,Intense and dramatic; perfect for character roles
elevenlabs-v2-callum-japanese,Callum,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,intense,Intense and dramatic; perfect for character roles
elevenlabs-v2-callum-korean,Callum,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,intense,Intense and dramatic; perfect for character roles
elevenlabs-v2-river-english,River,fal-ai/elevenlabs/tts/multilingual-v2,female,english,confident,Confident and polished; great for professional content
elevenlabs-v2-river-chinese,River,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,confident,Confident and polished; great for professional content
elevenlabs-v2-river-japanese,River,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,confident,Confident and polished; great for professional content
elevenlabs-v2-river-korean,River,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,confident,Confident and polished; great for professional content
elevenlabs-v2-liam-english,Liam,fal-ai/elevenlabs/tts/multilingual-v2,male,english,articulate,Articulate and clear; ideal for educational content
elevenlabs-v2-liam-chinese,Liam,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,articulate,Articulate and clear; ideal for educational content
elevenlabs-v2-liam-japanese,Liam,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,articulate,Articulate and clear; ideal for educational content
elevenlabs-v2-liam-korean,Liam,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,articulate,Articulate and clear; ideal for educational content
elevenlabs-v2-charlotte-english,Charlotte,fal-ai/elevenlabs/tts/multilingual-v2,female,english,seductive,Alluring and mysterious; great for dramatic roles
elevenlabs-v2-charlotte-chinese,Charlotte,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,seductive,Alluring and mysterious; great for dramatic roles
elevenlabs-v2-charlotte-japanese,Charlotte,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,seductive,Alluring and mysterious; great for dramatic roles
elevenlabs-v2-charlotte-korean,Charlotte,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,seductive,Alluring and mysterious; great for dramatic roles
elevenlabs-v2-alice-english,Alice,fal-ai/elevenlabs/tts/multilingual-v2,female,english,confident,Calm and composed; perfect for news and reports
elevenlabs-v2-alice-chinese,Alice,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,confident,Calm and composed; perfect for news and reports
elevenlabs-v2-alice-japanese,Alice,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,confident,Calm and composed; perfect for news and reports
elevenlabs-v2-alice-korean,Alice,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,confident,Calm and composed; perfect for news and reports
elevenlabs-v2-matilda-english,Matilda,fal-ai/elevenlabs/tts/multilingual-v2,female,english,friendly,Friendly and soothing; ideal for guided meditations
elevenlabs-v2-matilda-chinese,Matilda,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,friendly,Friendly and soothing; ideal for guided meditations
elevenlabs-v2-matilda-japanese,Matilda,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,friendly,Friendly and soothing; ideal for guided meditations
elevenlabs-v2-matilda-korean,Matilda,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,friendly,Friendly and soothing; ideal for guided meditations
elevenlabs-v2-will-english,Will,fal-ai/elevenlabs/tts/multilingual-v2,male,english,friendly,Friendly and steady; great for tutorials
elevenlabs-v2-will-chinese,Will,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,friendly,Friendly and steady; great for tutorials
elevenlabs-v2-will-japanese,Will,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,friendly,Friendly and steady; great for tutorials
elevenlabs-v2-will-korean,Will,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,friendly,Friendly and steady; great for tutorials
elevenlabs-v2-jessica-english,Jessica,fal-ai/elevenlabs/tts/multilingual-v2,female,english,expressive,Youthful and emotional; perfect for storytelling
elevenlabs-v2-jessica-chinese,Jessica,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,expressive,Youthful and emotional; perfect for storytelling
elevenlabs-v2-jessica-japanese,Jessica,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,expressive,Youthful and emotional; perfect for storytelling
elevenlabs-v2-jessica-korean,Jessica,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,expressive,Youthful and emotional; perfect for storytelling
elevenlabs-v2-eric-english,Eric,fal-ai/elevenlabs/tts/multilingual-v2,male,english,friendly,Approachable and warm; excellent for customer support
elevenlabs-v2-eric-chinese,Eric,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,friendly,Approachable and warm; excellent for customer support
elevenlabs-v2-eric-japanese,Eric,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,friendly,Approachable and warm; excellent for customer support
elevenlabs-v2-eric-korean,Eric,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,friendly,Approachable and warm; excellent for customer support
elevenlabs-v2-chris-english,Chris,fal-ai/elevenlabs/tts/multilingual-v2,male,english,casual,Casual and laid-back; ideal for podcasts
elevenlabs-v2-chris-chinese,Chris,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,casual,Casual and laid-back; ideal for podcasts
elevenlabs-v2-chris-japanese,Chris,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,casual,Casual and laid-back; ideal for podcasts
elevenlabs-v2-chris-korean,Chris,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,casual,Casual and laid-back; ideal for podcasts
elevenlabs-v2-brian-english,Brian,fal-ai/elevenlabs/tts/multilingual-v2,male,english,deep,Deep and authoritative; great for documentaries
elevenlabs-v2-brian-chinese,Brian,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,deep,Deep and authoritative; great for documentaries
elevenlabs-v2-brian-japanese,Brian,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,deep,Deep and authoritative; great for documentaries
elevenlabs-v2-brian-korean,Brian,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,deep,Deep and authoritative; great for documentaries
elevenlabs-v2-daniel-english,Daniel,fal-ai/elevenlabs/tts/multilingual-v2,male,english,authoritative,Authoritative and crisp; ideal for news broadcasts
elevenlabs-v2-daniel-chinese,Daniel,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,authoritative,Authoritative and crisp; ideal for news broadcasts
elevenlabs-v2-daniel-japanese,Daniel,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,authoritative,Authoritative and crisp; ideal for news broadcasts
elevenlabs-v2-daniel-korean,Daniel,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,authoritative,Authoritative and crisp; ideal for news broadcasts
elevenlabs-v2-lily-english,Lily,fal-ai/elevenlabs/tts/multilingual-v2,female,english,warm,Warm and gentle; perfect for bedtime stories
elevenlabs-v2-lily-chinese,Lily,fal-ai/elevenlabs/tts/multilingual-v2,female,chinese,warm,Warm and gentle; perfect for bedtime stories
elevenlabs-v2-lily-japanese,Lily,fal-ai/elevenlabs/tts/multilingual-v2,female,japanese,warm,Warm and gentle; perfect for bedtime stories
elevenlabs-v2-lily-korean,Lily,fal-ai/elevenlabs/tts/multilingual-v2,female,korean,warm,Warm and gentle; perfect for bedtime stories
elevenlabs-v2-bill-english,Bill,fal-ai/elevenlabs/tts/multilingual-v2,male,english,trustworthy,Trustworthy and sincere; excellent for audiobooks
elevenlabs-v2-bill-chinese,Bill,fal-ai/elevenlabs/tts/multilingual-v2,male,chinese,trustworthy,Trustworthy and sincere; excellent for audiobooks
elevenlabs-v2-bill-japanese,Bill,fal-ai/elevenlabs/tts/multilingual-v2,male,japanese,trustworthy,Trustworthy and sincere; excellent for audiobooks
elevenlabs-v2-bill-korean,Bill,fal-ai/elevenlabs/tts/multilingual-v2,male,korean,trustworthy,Trustworthy and sincere; excellent for audiobooks
minimax-wise-woman-chinese,Wise_Woman,fal-ai/minimax/speech-2.8-hd,female,chinese,wise,Mature; knowledgeable female voice. Ideal for professional explanations; educational content; audiobook narration
minimax-wise-woman-english,Wise_Woman,fal-ai/minimax/speech-2.8-hd,female,english,wise,Mature; knowledgeable female voice. Ideal for professional explanations; educational content; audiobook narration
minimax-wise-woman-japanese,Wise_Woman,fal-ai/minimax/speech-2.8-hd,female,japanese,wise,Mature; knowledgeable female voice. Ideal for professional explanations; educational content; audiobook narration
minimax-wise-woman-korean,Wise_Woman,fal-ai/minimax/speech-2.8-hd,female,korean,wise,Mature; knowledgeable female voice. Ideal for professional explanations; educational content; audiobook narration
minimax-friendly-person-chinese,Friendly_Person,fal-ai/minimax/speech-2.8-hd,male,chinese,friendly,Warm; approachable voice. Ideal for customer service; IVR systems; general communication
minimax-friendly-person-english,Friendly_Person,fal-ai/minimax/speech-2.8-hd,male,english,friendly,Warm; approachable voice. Ideal for customer service; IVR systems; general communication
minimax-friendly-person-japanese,Friendly_Person,fal-ai/minimax/speech-2.8-hd,male,japanese,friendly,Warm; approachable voice. Ideal for customer service; IVR systems; general communication
minimax-friendly-person-korean,Friendly_Person,fal-ai/minimax/speech-2.8-hd,male,korean,friendly,Warm; approachable voice. Ideal for customer service; IVR systems; general communication
minimax-inspirational-girl-chinese,Inspirational_girl,fal-ai/minimax/speech-2.8-hd,female,chinese,inspirational,Uplifting; inspiring young female voice. Ideal for motivational speeches; positive energy content
minimax-inspirational-girl-english,Inspirational_girl,fal-ai/minimax/speech-2.8-hd,female,english,inspirational,Uplifting; inspiring young female voice. Ideal for motivational speeches; positive energy content
minimax-inspirational-girl-japanese,Inspirational_girl,fal-ai/minimax/speech-2.8-hd,female,japanese,inspirational,Uplifting; inspiring young female voice. Ideal for motivational speeches; positive energy content
minimax-inspirational-girl-korean,Inspirational_girl,fal-ai/minimax/speech-2.8-hd,female,korean,inspirational,Uplifting; inspiring young female voice. Ideal for motivational speeches; positive energy content
minimax-deep-voice-man-chinese,Deep_Voice_Man,fal-ai/minimax/speech-2.8-hd,male,chinese,deep,Low; resonant male voice. Ideal for dramatic narration; movie trailers; documentary voiceovers
minimax-deep-voice-man-english,Deep_Voice_Man,fal-ai/minimax/speech-2.8-hd,male,english,deep,Low; resonant male voice. Ideal for dramatic narration; movie trailers; documentary voiceovers
minimax-deep-voice-man-japanese,Deep_Voice_Man,fal-ai/minimax/speech-2.8-hd,male,japanese,deep,Low; resonant male voice. Ideal for dramatic narration; movie trailers; documentary voiceovers
minimax-deep-voice-man-korean,Deep_Voice_Man,fal-ai/minimax/speech-2.8-hd,male,korean,deep,Low; resonant male voice. Ideal for dramatic narration; movie trailers; documentary voiceovers
minimax-sweet-girl-chinese,Sweet_Girl,fal-ai/minimax/speech-2.8-hd,female,chinese,sweet,Cute; sweet young female voice. Ideal for character voicing; anime dubbing; playful content
minimax-sweet-girl-english,Sweet_Girl,fal-ai/minimax/speech-2.8-hd,female,english,sweet,Cute; sweet young female voice. Ideal for character voicing; anime dubbing; playful content
minimax-sweet-girl-japanese,Sweet_Girl,fal-ai/minimax/speech-2.8-hd,female,japanese,sweet,Cute; sweet young female voice. Ideal for character voicing; anime dubbing; playful content
minimax-sweet-girl-korean,Sweet_Girl,fal-ai/minimax/speech-2.8-hd,female,korean,sweet,Cute; sweet young female voice. Ideal for character voicing; anime dubbing; playful content
minimax-patient-man-chinese,Patient_Man,fal-ai/minimax/speech-2.8-hd,male,chinese,patient,Calm; measured male voice. Ideal for educational tutorials; step-by-step guides; instructional content
minimax-patient-man-english,Patient_Man,fal-ai/minimax/speech-2.8-hd,male,english,patient,Calm; measured male voice. Ideal for educational tutorials; step-by-step guides; instructional content
minimax-patient-man-japanese,Patient_Man,fal-ai/minimax/speech-2.8-hd,male,japanese,patient,Calm; measured male voice. Ideal for educational tutorials; step-by-step guides; instructional content
minimax-patient-man-korean,Patient_Man,fal-ai/minimax/speech-2.8-hd,male,korean,patient,Calm; measured male voice. Ideal for educational tutorials; step-by-step guides; instructional content
minimax-young-knight-chinese,Young_Knight,fal-ai/minimax/speech-2.8-hd,male,chinese,heroic,Youthful; brave male voice. Ideal for action adventure narratives; game characters; hero roles
minimax-young-knight-english,Young_Knight,fal-ai/minimax/speech-2.8-hd,male,english,heroic,Youthful; brave male voice. Ideal for action adventure narratives; game characters; hero roles
minimax-young-knight-japanese,Young_Knight,fal-ai/minimax/speech-2.8-hd,male,japanese,heroic,Youthful; brave male voice. Ideal for action adventure narratives; game characters; hero roles
minimax-young-knight-korean,Young_Knight,fal-ai/minimax/speech-2.8-hd,male,korean,heroic,Youthful; brave male voice. Ideal for action adventure narratives; game characters; hero roles
minimax-determined-man-chinese,Determined_Man,fal-ai/minimax/speech-2.8-hd,male,chinese,determined,Firm; resolute male voice. Ideal for motivational content; leadership messages; decisive statements
minimax-determined-man-english,Determined_Man,fal-ai/minimax/speech-2.8-hd,male,english,determined,Firm; resolute male voice. Ideal for motivational content; leadership messages; decisive statements
minimax-determined-man-japanese,Determined_Man,fal-ai/minimax/speech-2.8-hd,male,japanese,determined,Firm; resolute male voice. Ideal for motivational content; leadership messages; decisive statements
minimax-determined-man-korean,Determined_Man,fal-ai/minimax/speech-2.8-hd,male,korean,determined,Firm; resolute male voice. Ideal for motivational content; leadership messages; decisive statements
minimax-lovely-girl-chinese,Lovely_Girl,fal-ai/minimax/speech-2.8-hd,female,chinese,lovely,Adorable; cheerful female voice. Ideal for children's content; cute character roles; playful narration
minimax-lovely-girl-english,Lovely_Girl,fal-ai/minimax/speech-2.8-hd,female,english,lovely,Adorable; cheerful female voice. Ideal for children's content; cute character roles; playful narration
minimax-lovely-girl-japanese,Lovely_Girl,fal-ai/minimax/speech-2.8-hd,female,japanese,lovely,Adorable; cheerful female voice. Ideal for children's content; cute character roles; playful narration
minimax-lovely-girl-korean,Lovely_Girl,fal-ai/minimax/speech-2.8-hd,female,korean,lovely,Adorable; cheerful female voice. Ideal for children's content; cute character roles; playful narration
minimax-imposing-manner-chinese,Imposing_Manner,fal-ai/minimax/speech-2.8-hd,male,chinese,imposing,Authoritative; commanding voice. Ideal for villain roles; dramatic performances; serious announcements
minimax-imposing-manner-english,Imposing_Manner,fal-ai/minimax/speech-2.8-hd,male,english,imposing,Authoritative; commanding voice. Ideal for villain roles; dramatic performances; serious announcements
minimax-imposing-manner-japanese,Imposing_Manner,fal-ai/minimax/speech-2.8-hd,male,japanese,imposing,Authoritative; commanding voice. Ideal for villain roles; dramatic performances; serious announcements
minimax-imposing-manner-korean,Imposing_Manner,fal-ai/minimax/speech-2.8-hd,male,korean,imposing,Authoritative; commanding voice. Ideal for villain roles; dramatic performances; serious announcements
minimax-elegant-man-chinese,Elegant_Man,fal-ai/minimax/speech-2.8-hd,male,chinese,elegant,Refined; mature male voice. Ideal for high-end brands; luxury marketing; cultural content
minimax-elegant-man-english,Elegant_Man,fal-ai/minimax/speech-2.8-hd,male,english,elegant,Refined; mature male voice. Ideal for high-end brands; luxury marketing; cultural content
minimax-elegant-man-japanese,Elegant_Man,fal-ai/minimax/speech-2.8-hd,male,japanese,elegant,Refined; mature male voice. Ideal for high-end brands; luxury marketing; cultural content
minimax-elegant-man-korean,Elegant_Man,fal-ai/minimax/speech-2.8-hd,male,korean,elegant,Refined; mature male voice. Ideal for high-end brands; luxury marketing; cultural content
minimax-abbess-chinese,Abbess,fal-ai/minimax/speech-2.8-hd,female,chinese,authoritative,Solemn; spiritually elegant female voice. Ideal for formal occasions; religious content; serious topics
minimax-abbess-english,Abbess,fal-ai/minimax/speech-2.8-hd,female,english,authoritative,Solemn; spiritually elegant female voice. Ideal for formal occasions; religious content; serious topics
minimax-abbess-japanese,Abbess,fal-ai/minimax/speech-2.8-hd,female,japanese,authoritative,Solemn; spiritually elegant female voice. Ideal for formal occasions; religious content; serious topics
minimax-abbess-korean,Abbess,fal-ai/minimax/speech-2.8-hd,female,korean,authoritative,Solemn; spiritually elegant female voice. Ideal for formal occasions; religious content; serious topics
minimax-sweet-girl-2-chinese,Sweet_Girl_2,fal-ai/minimax/speech-2.8-hd,female,chinese,sweet,Cute; youthful female voice. Alternative sweet voice option. Ideal for character voicing; kawaii content
minimax-sweet-girl-2-english,Sweet_Girl_2,fal-ai/minimax/speech-2.8-hd,female,english,sweet,Cute; youthful female voice. Alternative sweet voice option. Ideal for character voicing; kawaii content
minimax-sweet-girl-2-japanese,Sweet_Girl_2,fal-ai/minimax/speech-2.8-hd,female,japanese,sweet,Cute; youthful female voice. Alternative sweet voice option. Ideal for character voicing; kawaii content
minimax-sweet-girl-2-korean,Sweet_Girl_2,fal-ai/minimax/speech-2.8-hd,female,korean,sweet,Cute; youthful female voice. Alternative sweet voice option. Ideal for character voicing; kawaii content
minimax-english-expressive-narrator-english,English_expressive_narrator,fal-ai/minimax/speech-2.8-hd,unknown,english,expressive,English voice
minimax-english-radiant-girl-english,English_radiant_girl,fal-ai/minimax/speech-2.8-hd,female,english,radiant,English female voice
minimax-english-magnetic-voiced-man-english,English_magnetic_voiced_man,fal-ai/minimax/speech-2.8-hd,male,english,magnetic,English male voice
minimax-english-compelling-lady1-english,English_compelling_lady1,fal-ai/minimax/speech-2.8-hd,female,english,compelling,English female voice
minimax-english-aussie-bloke-english,English_Aussie_Bloke,fal-ai/minimax/speech-2.8-hd,male,english,casual,English male voice
minimax-english-captivating-female1-english,English_captivating_female1,fal-ai/minimax/speech-2.8-hd,female,english,captivating,English female voice
minimax-english-upbeat-woman-english,English_Upbeat_Woman,fal-ai/minimax/speech-2.8-hd,female,english,upbeat,English female voice
minimax-english-trustworth-man-english,English_Trustworth_Man,fal-ai/minimax/speech-2.8-hd,male,english,trustworthy,English male voice
minimax-english-upsetgirl-english,English_UpsetGirl,fal-ai/minimax/speech-2.8-hd,female,english,upset,English female voice
minimax-english-gentle-voiced-man-english,English_Gentle-voiced_man,fal-ai/minimax/speech-2.8-hd,male,english,gentle,English male voice
minimax-english-whispering-girl-v3-english,English_Whispering_girl_v3,fal-ai/minimax/speech-2.8-hd,female,english,whisper,English female voice
minimax-english-diligent-man-english,English_Diligent_Man,fal-ai/minimax/speech-2.8-hd,male,english,diligent,English male voice
minimax-english-graceful-lady-english,English_Graceful_Lady,fal-ai/minimax/speech-2.8-hd,female,english,graceful,English female voice
minimax-english-husky-metalhead-english,English_Husky_MetalHead,fal-ai/minimax/speech-2.8-hd,male,english,husky,English male voice
minimax-english-reservedyoungman-english,English_ReservedYoungMan,fal-ai/minimax/speech-2.8-hd,male,english,reserved,English male voice
minimax-english-playfulgirl-english,English_PlayfulGirl,fal-ai/minimax/speech-2.8-hd,female,english,playful,English female voice
minimax-english-manwithdeepvoice-english,English_ManWithDeepVoice,fal-ai/minimax/speech-2.8-hd,male,english,deep,English male voice
minimax-english-gentleteacher-english,English_GentleTeacher,fal-ai/minimax/speech-2.8-hd,unknown,english,gentle,English voice
minimax-english-maturepartner-english,English_MaturePartner,fal-ai/minimax/speech-2.8-hd,unknown,english,mature,English voice
minimax-english-matureboss-english,English_MatureBoss,fal-ai/minimax/speech-2.8-hd,unknown,english,authoritative,English voice
minimax-english-debator-english,English_Debator,fal-ai/minimax/speech-2.8-hd,unknown,english,persuasive,English voice
minimax-whisper-man-english,whisper_man,fal-ai/minimax/speech-2.8-hd,male,english,whisper,English male voice
minimax-whisper-woman-1-english,whisper_woman_1,fal-ai/minimax/speech-2.8-hd,female,english,whisper,English female voice
minimax-english-steadymentor-english,English_Steadymentor,fal-ai/minimax/speech-2.8-hd,unknown,english,steady,English voice
minimax-english-deep-voicedgentleman-english,English_Deep-VoicedGentleman,fal-ai/minimax/speech-2.8-hd,male,english,deep,English male voice
minimax-english-wiselady-english,English_Wiselady,fal-ai/minimax/speech-2.8-hd,female,english,wise,English female voice
minimax-english-captivatingstoryteller-english,English_CaptivatingStoryteller,fal-ai/minimax/speech-2.8-hd,unknown,english,captivating,English voice
minimax-english-attractivegirl-english,English_AttractiveGirl,fal-ai/minimax/speech-2.8-hd,female,english,attractive,English female voice
minimax-english-decentyoungman-english,English_DecentYoungMan,fal-ai/minimax/speech-2.8-hd,male,english,decent,English male voice
minimax-english-sentimentallady-english,English_SentimentalLady,fal-ai/minimax/speech-2.8-hd,female,english,sentimental,English female voice
minimax-english-sadteen-english,English_SadTeen,fal-ai/minimax/speech-2.8-hd,unknown,english,sad,English voice
minimax-english-thoughtfulman-english,English_ThoughtfulMan,fal-ai/minimax/speech-2.8-hd,male,english,thoughtful,English male voice
minimax-english-passionatewarrior-english,English_PassionateWarrior,fal-ai/minimax/speech-2.8-hd,unknown,english,passionate,English voice
minimax-english-wisescholar-english,English_WiseScholar,fal-ai/minimax/speech-2.8-hd,unknown,english,wise,English voice
minimax-english-soft-spokengirl-english,English_Soft-spokenGirl,fal-ai/minimax/speech-2.8-hd,female,english,soft,English female voice
minimax-english-serenewoman-english,English_SereneWoman,fal-ai/minimax/speech-2.8-hd,female,english,serene,English female voice
minimax-english-confidentwoman-english,English_ConfidentWoman,fal-ai/minimax/speech-2.8-hd,female,english,confident,English female voice
minimax-english-comedian-english,English_Comedian,fal-ai/minimax/speech-2.8-hd,unknown,english,comedic,English voice
minimax-english-gorgeouslady-english,English_GorgeousLady,fal-ai/minimax/speech-2.8-hd,female,english,gorgeous,English female voice
minimax-english-bossyleader-english,English_BossyLeader,fal-ai/minimax/speech-2.8-hd,unknown,english,bossy,English voice
minimax-english-lovelylady-english,English_LovelyLady,fal-ai/minimax/speech-2.8-hd,female,english,lovely,English female voice
minimax-english-strong-willedboy-english,English_Strong-WilledBoy,fal-ai/minimax/speech-2.8-hd,male,english,strong,English male voice
minimax-english-deep-tonedman-english,English_Deep-tonedMan,fal-ai/minimax/speech-2.8-hd,male,english,deep,English male voice
minimax-english-stressedlady-english,English_StressedLady,fal-ai/minimax/speech-2.8-hd,female,english,stressed,English female voice
minimax-english-assertivequeen-english,English_AssertiveQueen,fal-ai/minimax/speech-2.8-hd,female,english,assertive,English female voice
minimax-english-animecharacter-english,English_AnimeCharacter,fal-ai/minimax/speech-2.8-hd,unknown,english,anime,English voice
minimax-english-jovialman-english,English_Jovialman,fal-ai/minimax/speech-2.8-hd,male,english,jovial,English male voice
minimax-english-whimsicalgirl-english,English_WhimsicalGirl,fal-ai/minimax/speech-2.8-hd,female,english,whimsical,English female voice
minimax-english-charmingqueen-english,English_CharmingQueen,fal-ai/minimax/speech-2.8-hd,female,english,charming,English female voice
minimax-english-kind-heartedgirl-english,English_Kind-heartedGirl,fal-ai/minimax/speech-2.8-hd,female,english,kind,English female voice
minimax-english-friendlyneighbor-english,English_FriendlyNeighbor,fal-ai/minimax/speech-2.8-hd,unknown,english,friendly,English voice
minimax-english-sweet-female-4-english,English_Sweet_Female_4,fal-ai/minimax/speech-2.8-hd,female,english,sweet,English female voice
minimax-english-magnetic-male-2-english,English_Magnetic_Male_2,fal-ai/minimax/speech-2.8-hd,male,english,magnetic,English male voice
minimax-english-lively-male-11-english,English_Lively_Male_11,fal-ai/minimax/speech-2.8-hd,male,english,lively,English male voice
minimax-english-friendly-female-3-english,English_Friendly_Female_3,fal-ai/minimax/speech-2.8-hd,female,english,friendly,English female voice
minimax-english-steady-female-1-english,English_Steady_Female_1,fal-ai/minimax/speech-2.8-hd,female,english,steady,English female voice
minimax-english-lively-male-10-english,English_Lively_Male_10,fal-ai/minimax/speech-2.8-hd,male,english,lively,English male voice
minimax-english-magnetic-male-12-english,English_Magnetic_Male_12,fal-ai/minimax/speech-2.8-hd,male,english,magnetic,English male voice
minimax-english-steady-female-5-english,English_Steady_Female_5,fal-ai/minimax/speech-2.8-hd,female,english,steady,English female voice
minimax-english-insightful-speaker-english,English_Insightful_Speaker,fal-ai/minimax/speech-2.8-hd,unknown,english,insightful,English voice
minimax-english-patient-man-v1-english,English_patient_man_v1,fal-ai/minimax/speech-2.8-hd,male,english,patient,English male voice
minimax-english-persuasive-man-english,English_Persuasive_Man,fal-ai/minimax/speech-2.8-hd,male,english,persuasive,English male voice
minimax-english-explanatory-man-english,English_Explanatory_Man,fal-ai/minimax/speech-2.8-hd,male,english,explanatory,English male voice
minimax-english-intellect-female-1-english,English_intellect_female_1,fal-ai/minimax/speech-2.8-hd,female,english,intellectual,English female voice
minimax-english-energetic-male-1-english,English_energetic_male_1,fal-ai/minimax/speech-2.8-hd,male,english,energetic,English male voice
minimax-english-witty-female-1-english,English_witty_female_1,fal-ai/minimax/speech-2.8-hd,female,english,witty,English female voice
minimax-english-lucky-robot-english,English_Lucky_Robot,fal-ai/minimax/speech-2.8-hd,unknown,english,robotic,English voice
minimax-english-cute-girl-english,English_Cute_Girl,fal-ai/minimax/speech-2.8-hd,female,english,cute,English female voice
minimax-english-sharp-commentator-english,English_Sharp_Commentator,fal-ai/minimax/speech-2.8-hd,unknown,english,sharp,English voice
minimax-english-honest-man-english,English_Honest_Man,fal-ai/minimax/speech-2.8-hd,male,english,honest,English male voice
minimax-angry-pirate-1-english,angry_pirate_1,fal-ai/minimax/speech-2.8-hd,male,english,angry,English male voice
minimax-massive-kind-troll-english,massive_kind_troll,fal-ai/minimax/speech-2.8-hd,male,english,kind,English male voice
minimax-movie-trailer-deep-english,movie_trailer_deep,fal-ai/minimax/speech-2.8-hd,male,english,deep,English male voice
minimax-peace-and-ease-english,peace_and_ease,fal-ai/minimax/speech-2.8-hd,unknown,english,peaceful,English voice
minimax-conversational-female-1-v1-english,conversational_female_1_v1,fal-ai/minimax/speech-2.8-hd,female,english,conversational,English female voice
minimax-conversational-female-2-v1-english,conversational_female_2_v1,fal-ai/minimax/speech-2.8-hd,female,english,conversational,English female voice
minimax-socialmedia-female-1-v1-english,socialmedia_female_1_v1,fal-ai/minimax/speech-2.8-hd,female,english,social,English female voice
minimax-britishchild-male-1-v1-english,BritishChild_male_1_v1,fal-ai/minimax/speech-2.8-hd,male,english,child,English male voice
minimax-britishchild-female-1-v1-english,BritishChild_female_1_v1,fal-ai/minimax/speech-2.8-hd,female,english,child,English female voice
minimax-arrogant-miss-chinese,Arrogant_Miss,fal-ai/minimax/speech-2.8-hd,female,chinese,arrogant,Chinese female voice
minimax-robot-armor-chinese,Robot_Armor,fal-ai/minimax/speech-2.8-hd,unknown,chinese,robotic,Chinese voice
minimax-hunyin-6-chinese,hunyin_6,fal-ai/minimax/speech-2.8-hd,unknown,chinese,neutral,Chinese voice
minimax-cantonese-gentlelady-cantonese,Cantonese_GentleLady,fal-ai/minimax/speech-2.8-hd,female,cantonese,gentle,Cantonese female voice
minimax-cantonese-playfulman-cantonese,Cantonese_PlayfulMan,fal-ai/minimax/speech-2.8-hd,male,cantonese,playful,Cantonese male voice
minimax-cantonese-cutegirl-cantonese,Cantonese_CuteGirl,fal-ai/minimax/speech-2.8-hd,female,cantonese,cute,Cantonese female voice
minimax-cantonese-kindwoman-cantonese,Cantonese_KindWoman,fal-ai/minimax/speech-2.8-hd,female,cantonese,kind,Cantonese female voice
minimax-cantonese-narrator-cantonese,Cantonese_Narrator,fal-ai/minimax/speech-2.8-hd,unknown,cantonese,narrator,Cantonese voice
minimax-cantonese-wiselprofessor-cantonese,Cantonese_WiselProfessor,fal-ai/minimax/speech-2.8-hd,male,cantonese,wise,Cantonese male voice
minimax-cantonese-indifferentstaff-cantonese,Cantonese_IndifferentStaff,fal-ai/minimax/speech-2.8-hd,unknown,cantonese,indifferent,Cantonese voice
